state,county,2000D,2000R,2000O,2004D,2004R,2004O,2008D,2008R,2008O,2012D,2012R,2012O,2016D,2016R,2016O
KY,Campbell,12040.0,20789.0,1000.0,14253.0,25540.0,382.0,15622.0,24046.0,629.0,15080.0,24240.0,857.0,14658.0,25050.0,2802.0
KY,Carlisle,1149.0,1405.0,39.0,1102.0,1734.0,9.0,879.0,1699.0,39.0,750.0,1835.0,34.0,432.0,2094.0,75.0
KY,Carroll,1601.0,1818.0,80.0,1688.0,2175.0,34.0,1716.0,2032.0,87.0,1629.0,1999.0,52.0,1106.0,2588.0,161.0
KY,Carter,4182.0,4617.0,160.0,5577.0,5422.0,118.0,4316.0,5252.0,245.0,3383.0,5279.0,246.0,2276.0,7587.0,415.0
KY,Casey,1122.0,4284.0,63.0,1174.0,5109.0,38.0,1219.0,4679.0,59.0,1086.0,4904.0,101.0,767.0,5482.0,190.0
KY,Christian,6778.0,10787.0,208.0,6970.0,13935.0,110.0,8880.0,13699.0,199.0,8252.0,13475.0,228.0,7188.0,14108.0,787.0
KY,Clark,4918.0,7297.0,258.0,5661.0,9540.0,116.0,5749.0,9664.0,215.0,5228.0,9931.0,257.0,4706.0,10710.0,789.0
KY,Clay,1723.0,4926.0,70.0,1901.0,5726.0,60.0,1552.0,5710.0,102.0,1111.0,6176.0,96.0,752.0,5861.0,154.0
KY,Clinton,1032.0,3224.0,49.0,952.0,3369.0,31.0,761.0,3366.0,45.0,752.0,3569.0,72.0,547.0,3809.0,106.0
KY,Crittenden,1610.0,2469.0,75.0,1438.0,2726.0,26.0,1254.0,2604.0,72.0,960.0,2839.0,55.0,617.0,3290.0,130.0
KY,Cumberland,736.0,2220.0,50.0,848.0,2356.0,35.0,697.0,2056.0,44.0,599.0,2216.0,39.0,459.0,2502.0,105.0
KY,Daviess,14126.0,21361.0,753.0,15788.0,25372.0,323.0,19282.0,23692.0,648.0,16208.0,25092.0,787.0,14163.0,28907.0,2737.0
KY,Edmonson,1710.0,3250.0,35.0,1856.0,3595.0,30.0,1652.0,3562.0,56.0,1374.0,3232.0,62.0,979.0,4135.0,130.0
KY,Elliott,1525.0,827.0,29.0,2064.0,871.0,22.0,1535.0,902.0,78.0,1186.0,1126.0,87.0,740.0,2000.0,115.0
KY,Estill,1591.0,3033.0,86.0,1907.0,3633.0,35.0,1555.0,3685.0,74.0,1356.0,3749.0,79.0,1108.0,4236.0,201.0
KY,Fayette,47277.0,54495.0,3705.0,57994.0,66406.0,1176.0,66042.0,59884.0,1713.0,62080.0,60795.0,2991.0,69778.0,56894.0,9643.0
KY,Fleming,1813.0,3282.0,84.0,2406.0,3749.0,48.0,2279.0,3432.0,121.0,1911.0,3780.0,91.0,1348.0,4722.0,190.0
KY,Floyd,10088.0,5068.0,238.0,11132.0,6612.0,141.0,7530.0,7741.0,388.0,4733.0,9784.0,373.0,4015.0,11993.0,532.0
KY,Franklin,10853.0,10209.0,592.0,11620.0,12281.0,232.0,11767.0,11911.0,401.0,11535.0,11345.0,457.0,10717.0,11819.0,1329.0
KY,Fulton,1452.0,1293.0,43.0,1340.0,1527.0,23.0,1238.0,1530.0,57.0,1022.0,1425.0,34.0,774.0,1549.0,59.0
KY,Gallatin,1049.0,1345.0,65.0,1188.0,1869.0,16.0,1278.0,1840.0,75.0,1238.0,1758.0,65.0,749.0,2443.0,146.0
KY,Garrard,1713.0,4043.0,67.0,1841.0,4784.0,33.0,2012.0,5118.0,80.0,1661.0,5310.0,106.0,1453.0,5904.0,266.0
KY,Grant,2568.0,4405.0,130.0,2818.0,5951.0,55.0,3112.0,5510.0,132.0,2810.0,5664.0,134.0,1910.0,7268.0,381.0
KY,Graves,6097.0,7849.0,285.0,6206.0,9903.0,120.0,5843.0,10056.0,256.0,4547.0,10699.0,257.0,3308.0,12671.0,627.0
KY,Grayson,2604.0,5843.0,111.0,2905.0,7170.0,68.0,3154.0,6605.0,144.0,2744.0,6404.0,123.0,1959.0,8219.0,398.0
KY,Green,1085.0,3615.0,56.0,1312.0,3866.0,28.0,1204.0,3785.0,90.0,1165.0,3634.0,57.0,832.0,4372.0,129.0
KY,Greenup,7164.0,7233.0,266.0,7630.0,8696.0,109.0,6621.0,8849.0,328.0,6027.0,8855.0,286.0,4146.0,11546.0,585.0
KY,Hancock,1508.0,2032.0,70.0,1709.0,2286.0,34.0,2135.0,1928.0,81.0,1833.0,2212.0,89.0,1244.0,2788.0,263.0
KY,Hardin,11095.0,18964.0,631.0,11507.0,24627.0,307.0,15650.0,23896.0,444.0,15214.0,23357.0,647.0,13944.0,26971.0,2241.0
KY,Harlan,5365.0,4980.0,190.0,4332.0,6659.0,79.0,2586.0,7165.0,163.0,1830.0,8652.0,175.0,1372.0,9129.0,256.0
KY,Harrison,2658.0,3793.0,160.0,2807.0,4855.0,69.0,2916.0,4520.0,154.0,2471.0,4556.0,136.0,2031.0,5435.0,315.0
KY,Hart,2201.0,3725.0,93.0,2470.0,4269.0,45.0,2290.0,4397.0,131.0,2283.0,4257.0,82.0,1730.0,5320.0,214.0
KY,Henderson,8054.0,7698.0,287.0,8101.0,10467.0,133.0,10049.0,9523.0,289.0,8091.0,10296.0,235.0,6707.0,12159.0,844.0
KY,Henry,2117.0,3244.0,112.0,2366.0,4094.0,39.0,2725.0,4081.0,113.0,2530.0,3940.0,120.0,1828.0,4944.0,377.0
KY,Hickman,940.0,1151.0,33.0,926.0,1395.0,21.0,812.0,1406.0,32.0,686.0,1431.0,22.0,449.0,1657.0,51.0
KY,Hopkins,6734.0,9490.0,265.0,6420.0,12314.0,109.0,7104.0,11916.0,328.0,5789.0,13681.0,297.0,4310.0,15277.0,758.0
KY,Jackson,701.0,4079.0,75.0,769.0,4369.0,40.0,743.0,4407.0,74.0,612.0,4365.0,84.0,482.0,4889.0,130.0
KY,Jefferson,149901.0,145052.0,7409.0,170158.0,164566.0,2626.0,196435.0,153957.0,3500.0,186181.0,148423.0,4975.0,190836.0,143768.0,18495.0
KY,Jessamine,4633.0,10074.0,354.0,5476.0,12972.0,132.0,6236.0,13711.0,267.0,6001.0,14233.0,399.0,6144.0,15474.0,1708.0
KY,Johnson,3251.0,4783.0,146.0,3288.0,5940.0,76.0,2407.0,5948.0,162.0,1723.0,7095.0,217.0,1250.0,8043.0,279.0
KY,Kenton,19100.0,35363.0,1786.0,22834.0,43664.0,625.0,26480.0,40714.0,1019.0,24920.0,41389.0,1395.0,24214.0,42958.0,4826.0
KY,Knott,4349.0,2029.0,80.0,4685.0,2648.0,61.0,2612.0,3070.0,138.0,1420.0,4130.0,143.0,1245.0,4357.0,161.0
KY,Knox,3690.0,6058.0,162.0,3822.0,8108.0,98.0,3074.0,8150.0,165.0,2484.0,8467.0,149.0,1761.0,9885.0,366.0
KY,Larue,1727.0,3384.0,68.0,1823.0,4111.0,34.0,1913.0,4153.0,112.0,1733.0,3911.0,120.0,1278.0,4799.0,290.0
KY,Laurel,4856.0,13029.0,235.0,5297.0,16819.0,148.0,4618.0,17660.0,222.0,3905.0,18151.0,352.0,3440.0,20592.0,801.0
KY,Lawrence,2258.0,2969.0,80.0,2705.0,3755.0,53.0,2036.0,3503.0,110.0,1520.0,3995.0,77.0,1045.0,4816.0,181.0
KY,Lee,836.0,1893.0,35.0,878.0,2018.0,24.0,752.0,1978.0,43.0,595.0,1977.0,51.0,444.0,2151.0,72.0
KY,Leslie,1210.0,3159.0,65.0,1266.0,3661.0,37.0,766.0,3574.0,57.0,433.0,4439.0,78.0,400.0,4015.0,77.0
KY,Letcher,4698.0,4092.0,195.0,4192.0,4801.0,72.0,2623.0,5367.0,245.0,1702.0,6811.0,245.0,1542.0,7293.0,299.0
KY,Lewis,1293.0,3217.0,58.0,1667.0,3778.0,39.0,1510.0,3213.0,68.0,1342.0,3326.0,101.0,785.0,4363.0,150.0
KY,Lincoln,2678.0,4795.0,124.0,2796.0,5996.0,71.0,2752.0,6273.0,126.0,2582.0,6416.0,154.0,1865.0,7338.0,358.0
KY,Livingston,2022.0,2118.0,90.0,2007.0,2675.0,24.0,1622.0,2890.0,81.0,1346.0,3089.0,76.0,887.0,3570.0,188.0
KY,Logan,3885.0,5344.0,103.0,3768.0,6815.0,61.0,3811.0,6925.0,154.0,3469.0,6899.0,142.0,2755.0,7778.0,366.0
KY,Lyon,1680.0,1688.0,52.0,1769.0,2132.0,24.0,1577.0,2220.0,58.0,1373.0,2412.0,54.0,1045.0,2789.0,128.0
KY,McCracken,11412.0,14745.0,532.0,11361.0,18218.0,218.0,11285.0,19043.0,426.0,10062.0,19979.0,510.0,9134.0,20774.0,1399.0
KY,McCreary,1418.0,3321.0,60.0,1530.0,4121.0,42.0,1258.0,4078.0,71.0,1069.0,4564.0,74.0,664.0,5012.0,100.0
KY,McLean,1747.0,2219.0,56.0,1823.0,2584.0,28.0,1963.0,2386.0,73.0,1432.0,2705.0,63.0,988.0,3381.0,197.0
KY,Madison,9309.0,13682.0,675.0,11525.0,18922.0,260.0,12392.0,19694.0,451.0,11512.0,21128.0,682.0,11793.0,23431.0,2147.0
KY,Magoffin,2603.0,2785.0,65.0,2843.0,2836.0,39.0,2105.0,2434.0,112.0,1433.0,3391.0,82.0,1172.0,3824.0,120.0
KY,Marion,2778.0,3259.0,139.0,3399.0,3905.0,50.0,3596.0,3842.0,177.0,3418.0,3800.0,100.0,2679.0,5122.0,310.0
KY,Marshall,6203.0,7294.0,264.0,6383.0,9049.0,89.0,5683.0,9512.0,292.0,5022.0,10402.0,295.0,3672.0,12322.0,704.0
KY,Martin,1714.0,2667.0,75.0,1504.0,2996.0,39.0,808.0,2824.0,60.0,574.0,3180.0,70.0,363.0,3503.0,87.0
KY,Mason,2178.0,3572.0,123.0,2644.0,4381.0,54.0,2891.0,4102.0,128.0,2592.0,4197.0,92.0,1970.0,4944.0,305.0
KY,Meade,3596.0,5319.0,156.0,3724.0,7152.0,75.0,4343.0,6691.0,172.0,4122.0,6606.0,188.0,3026.0,8660.0,545.0
KY,Menifee,1038.0,1170.0,41.0,1284.0,1215.0,29.0,1276.0,1155.0,58.0,1048.0,1484.0,66.0,700.0,2010.0,69.0
KY,Mercer,3092.0,5362.0,178.0,3224.0,6745.0,59.0,3159.0,6781.0,120.0,2966.0,6820.0,153.0,2395.0,7740.0,450.0
KY,Metcalfe,1318.0,2476.0,55.0,1472.0,2645.0,40.0,1350.0,2734.0,115.0,1425.0,2676.0,83.0,976.0,3491.0,153.0
KY,Monroe,1158.0,4377.0,34.0,1158.0,4657.0,28.0,1067.0,3537.0,61.0,936.0,3762.0,48.0,601.0,4278.0,112.0
KY,Montgomery,3833.0,4534.0,152.0,4506.0,5647.0,77.0,4234.0,5947.0,150.0,3701.0,6398.0,149.0,3158.0,7856.0,438.0
KY,Morgan,1875.0,2295.0,70.0,2532.0,2682.0,58.0,1879.0,2396.0,104.0,1369.0,3021.0,82.0,1006.0,3628.0,141.0
KY,Muhlenberg,6295.0,5518.0,143.0,6636.0,6749.0,94.0,6221.0,6447.0,221.0,4771.0,7762.0,206.0,3272.0,9393.0,395.0
KY,Nelson,5481.0,7714.0,293.0,6524.0,10161.0,159.0,7654.0,10139.0,353.0,7611.0,10673.0,249.0,6434.0,13431.0,937.0
KY,Nicholas,994.0,1613.0,66.0,1332.0,1700.0,27.0,1272.0,1634.0,64.0,948.0,1583.0,50.0,787.0,1957.0,97.0
KY,Ohio,3303.0,5413.0,166.0,3627.0,6311.0,90.0,4059.0,5687.0,192.0,2987.0,6470.0,189.0,2080.0,7942.0,376.0
KY,Oldham,6236.0,13580.0,452.0,8080.0,18801.0,251.0,10000.0,18997.0,319.0,9240.0,20179.0,465.0,10268.0,20469.0,2116.0
KY,Owen,1394.0,2582.0,94.0,1615.0,3084.0,42.0,1694.0,2969.0,88.0,1501.0,2971.0,85.0,1062.0,3745.0,194.0
KY,Owsley,339.0,1466.0,21.0,430.0,1558.0,11.0,381.0,1279.0,26.0,283.0,1279.0,18.0,256.0,1474.0,29.0
KY,Pendleton,1670.0,3044.0,89.0,1940.0,4045.0,40.0,2027.0,3676.0,99.0,1859.0,3556.0,119.0,1164.0,4604.0,239.0
KY,Perry,5514.0,5300.0,186.0,5400.0,6187.0,68.0,3444.0,6762.0,169.0,2047.0,8040.0,154.0,2136.0,8158.0,278.0
KY,Pike,13611.0,11005.0,319.0,14002.0,12611.0,157.0,9525.0,12655.0,463.0,5646.0,17590.0,400.0,4280.0,19747.0,638.0
KY,Powell,2008.0,2258.0,96.0,2249.0,2687.0,24.0,2065.0,2837.0,70.0,1620.0,2766.0,95.0,1272.0,3513.0,172.0
KY,Pulaski,5415.0,15845.0,281.0,5829.0,19535.0,152.0,5590.0,19862.0,314.0,4976.0,20714.0,313.0,4208.0,22902.0,931.0
KY,Robertson,341.0,630.0,27.0,413.0,670.0,7.0,451.0,533.0,31.0,340.0,579.0,16.0,222.0,759.0,32.0
KY,Rockcastle,1174.0,3992.0,81.0,1320.0,4804.0,42.0,1410.0,4757.0,107.0,1097.0,5028.0,91.0,915.0,5609.0,167.0
KY,Rowan,3505.0,3546.0,175.0,4556.0,4063.0,87.0,4074.0,3907.0,173.0,3438.0,4035.0,192.0,3295.0,5174.0,379.0
KY,Russell,1710.0,5268.0,96.0,1772.0,6009.0,40.0,1569.0,5779.0,127.0,1445.0,6346.0,118.0,1093.0,6863.0,218.0
KY,Scott,5472.0,7952.0,362.0,6325.0,10600.0,125.0,7712.0,11782.0,236.0,7532.0,12679.0,362.0,7715.0,15052.0,1433.0
KY,Shelby,4435.0,8068.0,235.0,5277.0,10909.0,127.0,6871.0,11451.0,218.0,6634.0,11790.0,239.0,6276.0,13196.0,1108.0
KY,Simpson,2583.0,3169.0,72.0,2730.0,4273.0,40.0,2775.0,4437.0,97.0,2650.0,4355.0,88.0,2144.0,5077.0,310.0
KY,Spencer,1554.0,3150.0,68.0,1970.0,4816.0,36.0,2519.0,5378.0,152.0,2549.0,5726.0,156.0,1921.0,7196.0,398.0
KY,Taylor,2790.0,6151.0,110.0,2979.0,7247.0,69.0,3165.0,7568.0,127.0,3285.0,7551.0,114.0,2553.0,8320.0,433.0
KY,Todd,1496.0,2646.0,45.0,1491.0,3242.0,21.0,1543.0,3336.0,62.0,1403.0,3247.0,68.0,1042.0,3612.0,125.0
KY,Trigg,2110.0,3130.0,104.0,2046.0,4023.0,42.0,2246.0,4189.0,92.0,2115.0,4520.0,107.0,1587.0,4931.0,233.0
KY,Trimble,1181.0,1837.0,63.0,1428.0,2332.0,30.0,1484.0,2239.0,89.0,1355.0,2133.0,55.0,879.0,2771.0,148.0
KY,Union,2547.0,2749.0,72.0,2398.0,3534.0,45.0,2804.0,3120.0,110.0,1942.0,3955.0,82.0,1331.0,4701.0,179.0
KY,Warren,12180.0,20235.0,560.0,14326.0,25100.0,285.0,17669.0,25993.0,483.0,16805.0,26384.0,714.0,16966.0,28673.0,2815.0
KY,Washington,1458.0,3044.0,86.0,1724.0,3479.0,33.0,1890.0,3305.0,80.0,1669.0,3495.0,55.0,1420.0,4013.0,203.0
KY,Wayne,2312.0,4069.0,93.0,2616.0,5027.0,42.0,2201.0,4868.0,127.0,1855.0,5289.0,66.0,1431.0,6371.0,190.0
KY,Webster,2388.0,2599.0,85.0,2304.0,3207.0,36.0,2390.0,3037.0,113.0,1765.0,3607.0,98.0,1240.0,4397.0,168.0
KY,Whitley,4101.0,7502.0,171.0,3985.0,9559.0,85.0,3484.0,10015.0,205.0,2683.0,10232.0,157.0,2067.0,11312.0,395.0
KY,Wolfe,1136.0,1267.0,22.0,1744.0,1385.0,26.0,1493.0,1408.0,67.0,976.0,1542.0,41.0,753.0,1804.0,78.0
KY,Woodford,3995.0,5890.0,252.0,4480.0,6937.0,85.0,5027.0,7130.0,140.0,4883.0,7219.0,230.0,4958.0,7697.0,908.0
LA,Acadia,8892.0,13814.0,532.0,8937.0,16083.0,210.0,7028.0,19228.0,454.0,6560.0,19931.0,344.0,5638.0,21162.0,589.0
LA,Allen,3914.0,4035.0,343.0,3791.0,5140.0,193.0,2891.0,6333.0,243.0,2617.0,6495.0,195.0,2106.0,6867.0,272.0
LA,Ascension,13385.0,16818.0,641.0,13955.0,24661.0,484.0,14625.0,31239.0,707.0,16349.0,33856.0,868.0,16476.0,36143.0,2059.0
LA,Assumption,5222.0,4388.0,443.0,5585.0,4966.0,184.0,4756.0,5981.0,223.0,4754.0,6083.0,155.0,3931.0,6714.0,259.0
LA,Avoyelles,6701.0,7329.0,623.0,6976.0,8302.0,247.0,6327.0,10236.0,375.0,6077.0,10670.0,285.0,5035.0,11165.0,386.0
LA,Beauregard,3958.0,7862.0,385.0,3666.0,9470.0,145.0,3071.0,10718.0,285.0,2828.0,11112.0,285.0,2393.0,12238.0,447.0
LA,Bienville,3413.0,3269.0,324.0,3399.0,3612.0,146.0,3589.0,3776.0,65.0,3490.0,3641.0,72.0,3129.0,3756.0,120.0
LA,Bossier,11933.0,23224.0,758.0,12317.0,30040.0,348.0,12701.0,32706.0,419.0,12956.0,34988.0,618.0,12641.0,35474.0,1733.0
LA,Caddo,47530.0,46807.0,1302.0,51739.0,54292.0,564.0,55220.0,52105.0,895.0,58042.0,52459.0,1264.0,53483.0,49006.0,3315.0
LA,Calcasieu,33919.0,38086.0,1631.0,32864.0,46075.0,759.0,30244.0,50449.0,1438.0,28359.0,51850.0,1517.0,26296.0,54191.0,3298.0
LA,Caldwell,1359.0,2817.0,152.0,1384.0,3308.0,60.0,1118.0,3696.0,79.0,1016.0,3640.0,60.0,788.0,3822.0,82.0
LA,Cameron,1435.0,2593.0,155.0,1367.0,3190.0,83.0,613.0,3089.0,95.0,408.0,3260.0,76.0,323.0,3256.0,113.0
LA,Catahoula,1718.0,2912.0,135.0,1673.0,3219.0,62.0,1659.0,3486.0,80.0,1408.0,2744.0,41.0,1322.0,3479.0,55.0
LA,Claiborne,2721.0,3384.0,176.0,2854.0,3704.0,72.0,3025.0,3750.0,66.0,3014.0,3649.0,69.0,2717.0,3585.0,119.0
LA,Concordia,3569.0,4627.0,303.0,3446.0,5427.0,107.0,3766.0,5668.0,93.0,3833.0,5450.0,97.0,3272.0,5477.0,123.0
LA,De Soto,5036.0,5260.0,300.0,5026.0,6211.0,99.0,5242.0,6883.0,132.0,5553.0,7353.0,145.0,5165.0,8068.0,267.0
LA,East Baton Rouge,76516.0,89128.0,3345.0,82298.0,99943.0,1401.0,99652.0,95390.0,2307.0,102656.0,92292.0,3223.0,102828.0,84660.0,9003.0
LA,East Carroll,1876.0,1280.0,89.0,1980.0,1357.0,58.0,2267.0,1254.0,38.0,2478.0,1508.0,22.0,1838.0,1059.0,42.0
LA,East Feliciana,3870.0,4051.0,178.0,4091.0,5021.0,89.0,4383.0,5432.0,132.0,4648.0,5397.0,164.0,4235.0,5569.0,238.0
LA,Evangeline,5763.0,7290.0,559.0,5757.0,7949.0,273.0,5853.0,9793.0,330.0,5330.0,10181.0,259.0,4208.0,10360.0,314.0
LA,Franklin,2792.0,5363.0,201.0,2828.0,6141.0,134.0,2959.0,6278.0,119.0,2921.0,6294.0,121.0,2506.0,6514.0,142.0
LA,Grant,2099.0,4784.0,172.0,1977.0,5911.0,103.0,1474.0,6906.0,177.0,1422.0,7082.0,163.0,1181.0,7408.0,232.0
LA,Iberia,11762.0,17236.0,1022.0,12426.0,19420.0,427.0,12492.0,20127.0,549.0,12132.0,20892.0,373.0,10698.0,20903.0,853.0
LA,Iberville,8355.0,5573.0,575.0,8259.0,6333.0,235.0,9023.0,7185.0,213.0,9548.0,7271.0,195.0,8324.0,7320.0,399.0
LA,Jackson,2582.0,4347.0,177.0,2525.0,5038.0,84.0,2456.0,5190.0,90.0,2305.0,5132.0,92.0,2139.0,5169.0,156.0
LA,Jefferson,70411.0,105003.0,3737.0,72136.0,117882.0,1645.0,65096.0,113191.0,2833.0,70384.0,102536.0,3423.0,73670.0,100398.0,7571.0
LA,Jefferson Davis,5162.0,6945.0,439.0,4745.0,8055.0,207.0,3923.0,9278.0,300.0,3484.0,10014.0,236.0,3080.0,10775.0,422.0
LA,Lafayette,27190.0,48491.0,2612.0,31210.0,57732.0,981.0,32145.0,62055.0,1442.0,31768.0,64992.0,1882.0,32726.0,68195.0,4682.0
LA,Lafourche,14627.0,18575.0,1247.0,14417.0,22734.0,713.0,9662.0,27089.0,1142.0,9623.0,28592.0,860.0,8423.0,31959.0,1263.0
LA,La Salle,1397.0,4564.0,147.0,1155.0,5015.0,68.0,860.0,5602.0,91.0,764.0,5726.0,82.0,605.0,5836.0,128.0
LA,Lincoln,6851.0,9246.0,454.0,7242.0,10791.0,185.0,8267.0,10676.0,207.0,7956.0,10739.0,298.0,7107.0,10761.0,801.0
LA,Livingston,11008.0,24889.0,968.0,9895.0,33976.0,382.0,6681.0,43269.0,942.0,7451.0,45513.0,1098.0,6950.0,48824.0,1956.0
LA,Madison,2489.0,2127.0,127.0,2334.0,2291.0,48.0,3100.0,2152.0,48.0,3154.0,2000.0,33.0,2744.0,1927.0,61.0
LA,Morehouse,5289.0,6641.0,391.0,5336.0,7471.0,164.0,5792.0,7258.0,150.0,5888.0,6591.0,135.0,5155.0,6502.0,195.0
LA,Natchitoches,6924.0,7332.0,601.0,7398.0,9261.0,307.0,7801.0,9054.0,212.0,7942.0,9077.0,239.0,7144.0,8968.0,509.0
LA,Orleans,137630.0,39404.0,4187.0,152610.0,42847.0,1646.0,116042.0,28041.0,2204.0,126722.0,28003.0,3088.0,133996.0,24292.0,7524.0
LA,Ouachita,21457.0,35107.0,1647.0,22016.0,41750.0,678.0,24813.0,41741.0,690.0,26645.0,40948.0,881.0,24428.0,41734.0,1855.0
LA,Plaquemines,4425.0,6302.0,204.0,4181.0,7866.0,106.0,3380.0,6894.0,175.0,3599.0,6471.0,169.0,3347.0,6900.0,326.0
LA,Pointe Coupee,5813.0,4710.0,309.0,5712.0,5429.0,130.0,5516.0,6702.0,217.0,5436.0,6548.0,163.0,4764.0,6789.0,208.0
LA,Rapides,18898.0,28831.0,1295.0,18904.0,34492.0,673.0,20127.0,36611.0,783.0,20045.0,37193.0,781.0,18322.0,36816.0,1706.0
LA,Red River,2177.0,2200.0,145.0,2140.0,2507.0,70.0,2080.0,2484.0,65.0,2253.0,2483.0,71.0,1938.0,2391.0,93.0
LA,Richland,3282.0,4895.0,308.0,3082.0,5471.0,112.0,3311.0,5751.0,119.0,3387.0,5846.0,96.0,3157.0,6287.0,153.0
LA,Sabine,2846.0,5754.0,262.0,2743.0,6711.0,122.0,2245.0,7226.0,181.0,2194.0,7738.0,121.0,1703.0,7879.0,205.0
LA,St. Bernard,11682.0,16255.0,684.0,9956.0,19597.0,285.0,3491.0,9642.0,407.0,5059.0,8501.0,395.0,4960.0,10237.0,618.0
LA,St. Charles,8918.0,11981.0,611.0,8856.0,14747.0,234.0,8522.0,16457.0,418.0,8896.0,15937.0,500.0,8559.0,16621.0,1012.0
LA,St. Helena,3059.0,1965.0,230.0,3173.0,2235.0,100.0,3567.0,2522.0,95.0,3780.0,2529.0,85.0,3353.0,2497.0,114.0
LA,St. James,6523.0,3813.0,369.0,6407.0,4545.0,156.0,6994.0,5432.0,138.0,7059.0,5209.0,127.0,6418.0,5456.0,211.0
LA,St. John the Baptist,9745.0,7423.0,545.0,10305.0,9039.0,273.0,12424.0,8912.0,320.0,13179.0,7620.0,324.0,12661.0,7569.0,513.0
LA,St. Landry,18067.0,15449.0,635.0,18166.0,18315.0,279.0,20268.0,21650.0,575.0,19668.0,21475.0,504.0,17209.0,21971.0,797.0
LA,St. Martin,9853.0,9961.0,964.0,10321.0,12095.0,408.0,9419.0,14443.0,390.0,9422.0,15653.0,358.0,8266.0,16873.0,611.0
LA,St. Mary,9851.0,11325.0,634.0,9547.0,12877.0,270.0,9345.0,13183.0,375.0,9450.0,13885.0,305.0,8050.0,14359.0,468.0
LA,St. Tammany,22722.0,59193.0,1822.0,24665.0,75139.0,788.0,24589.0,83047.0,1867.0,25728.0,84723.0,2451.0,27717.0,90915.0,5760.0
LA,Tangipahoa,15843.0,20421.0,891.0,15345.0,26181.0,609.0,16438.0,31434.0,730.0,17722.0,31590.0,787.0,16878.0,33959.0,1579.0
LA,Tensas,1580.0,1330.0,100.0,1469.0,1453.0,41.0,1646.0,1367.0,27.0,1564.0,1230.0,18.0,1332.0,1182.0,34.0
LA,Terrebonne,14414.0,21314.0,947.0,13684.0,26358.0,532.0,11579.0,28208.0,905.0,12074.0,29503.0,764.0,10665.0,31902.0,1329.0
LA,Union,3205.0,5772.0,366.0,3089.0,7457.0,172.0,3103.0,7619.0,146.0,3075.0,7561.0,130.0,2691.0,7972.0,231.0
LA,Vermilion,8704.0,12495.0,1036.0,9085.0,15069.0,398.0,6266.0,18069.0,498.0,5720.0,18910.0,357.0,4857.0,20063.0,712.0
LA,Vernon,4655.0,8794.0,378.0,4035.0,11032.0,162.0,3534.0,11946.0,289.0,3173.0,12150.0,287.0,2665.0,13471.0,497.0
LA,Washington,7399.0,8983.0,505.0,6554.0,11006.0,281.0,6122.0,12215.0,287.0,6466.0,11798.0,317.0,5692.0,12556.0,380.0
LA,Webster,7197.0,9420.0,473.0,6833.0,11070.0,546.0,6610.0,11417.0,243.0,6802.0,11400.0,214.0,6260.0,11542.0,343.0
LA,West Baton Rouge,5058.0,4924.0,187.0,4932.0,5822.0,81.0,5043.0,6654.0,169.0,5692.0,6922.0,160.0,5383.0,6927.0,402.0
LA,West Carroll,1319.0,3220.0,136.0,1231.0,3740.0,62.0,878.0,4045.0,64.0,853.0,3628.0,67.0,715.0,3970.0,74.0
LA,West Feliciana,2187.0,2512.0,161.0,2214.0,2932.0,72.0,2414.0,3149.0,55.0,2441.0,3257.0,79.0,2248.0,3390.0,161.0
LA,Winn,2167.0,4028.0,166.0,2056.0,4366.0,85.0,2047.0,4632.0,93.0,1919.0,4541.0,74.0,1644.0,4608.0,120.0
ME,Androscoggin,26251.0,19948.0,3046.0,30345.0,24453.0,1044.0,31017.0,22671.0,1162.0,28989.0,22232.0,1641.0,23009.0,28227.0,4365.0
ME,Aroostook,17196.0,16555.0,1392.0,18988.0,17152.0,569.0,19345.0,15898.0,751.0,17777.0,15196.0,887.0,13386.0,19419.0,2292.0
ME,Cumberland,74203.0,58543.0,9874.0,76911.0,56251.0,2323.0,105218.0,56186.0,2747.0,101950.0,57821.0,4015.0,102981.0,57709.0,11128.0
ME,Franklin,7593.0,6459.0,1396.0,9410.0,7315.0,411.0,10113.0,6627.0,438.0,9367.0,6369.0,546.0,7016.0,7918.0,1554.0
ME,Hancock,12983.0,12732.0,2859.0,17299.0,13810.0,645.0,18895.0,12686.0,584.0,17569.0,12324.0,906.0,16117.0,13705.0,2308.0
ME,Kennebec,31198.0,23967.0,3742.0,33167.0,28363.0,1301.0,37238.0,27482.0,1266.0,35068.0,26519.0,1910.0,29302.0,31675.0,5231.0
ME,Knox,9453.0,8968.0,2080.0,11430.0,9074.0,952.0,13728.0,8816.0,436.0,13223.0,8248.0,596.0,12443.0,9148.0,1556.0
ME,Lincoln,8634.0,9457.0,1580.0,10548.0,9676.0,384.0,11886.0,9287.0,411.0,11315.0,8899.0,543.0,10241.0,9727.0,1535.0
ME,Oxford,13649.0,11835.0,2009.0,16825.0,14354.0,735.0,17940.0,12863.0,847.0,16330.0,11996.0,1094.0,12172.0,16210.0,2819.0
ME,Penobscot,32868.0,35620.0,4718.0,37775.0,37339.0,1300.0,41614.0,37495.0,1358.0,38811.0,36547.0,1948.0,32838.0,41622.0,6080.0
ME,Piscataquis,3745.0,4845.0,666.0,4378.0,5261.0,232.0,4430.0,4785.0,219.0,4149.0,4530.0,276.0,3098.0,5406.0,678.0
