state,county,2008D,2012D,2016D,2020D,2008R,2012R,2016R,2020R,2008O,2012O,2016O,2020O
TX,Aransas,3196,2968,2698,2405,7207,7240,7494,8493,168,149,248,446
TX,Archer,906,793,592,592,3899,3819,3766,4169,56,41,77,126
TX,Armstrong,881,783,563,501,1201,1054,907,934,17,11,19,30
TX,Atascosa,4868,5262,4742,5022,5542,6967,7905,13895,206,177,315,618
TX,Austin,2985,2579,2514,2385,9287,9682,9532,10084,185,165,262,449
TX,Bailey,1065,823,620,344,1634,1543,1432,1767,28,12,36,61
TX,Bandera,2420,2101,1917,1630,7472,7757,7906,9164,195,190,280,493
TX,Bastrop,11167,10538,10832,11020,14668,15327,15985,18292,886,708,1100,1927
TX,Baylor,849,758,556,560,1642,1526,1304,1233,29,26,31,45
TX,Bee,3533,3600,3540,4337,4080,4373,4657,6692,142,109,226,431
TX,Bell,39963,34017,37720,41993,44628,50652,48990,58405,4450,2067,6188,7468
TX,Bexar,311567,274083,290882,268479,206578,243104,243221,263871,9531,11052,22383,44681
TX,Blanco,1772,1498,1346,1178,3989,3851,3984,4591,126,126,188,334
TX,Borden,897,793,568,480,900,794,565,464,11,10,6,1
TX,Bosque,1891,1656,1480,1412,6102,6176,6225,6993,132,117,182,294
TX,Bowie,9474,10347,9757,10877,23897,25343,24747,25005,461,380,622,1163
TX,Brazoria,39632,36020,40140,48043,68536,77030,73206,76425,4778,2443,6641,7834
TX,Brazos,20604,18893,22105,29085,37594,39222,38708,41601,4452,2026,6669,9765
TX,Brewster,2296,2019,1929,1894,2131,2124,2019,2444,165,155,247,447
TX,Briscoe,927,783,577,463,938,812,625,593,15,8,14,20
TX,Brooks,2057,2046,1898,2210,725,712,574,892,21,11,30,57
TX,Brown,2772,2292,2063,1529,12180,12691,12348,12591,230,199,313,542
TX,Burleson,2013,1937,1710,1854,5063,4945,5109,5786,95,85,125,191
TX,Burnet,4593,4049,4063,3904,13073,13776,14234,16284,452,334,561,974
TX,Caldwell,5483,5170,5035,4888,6170,6274,6562,8013,333,311,480,945
TX,Calhoun,2926,2720,2399,2058,4296,4307,4486,5575,110,102,165,292
TX,Callahan,1215,1045,767,537,4866,4671,4809,5405,90,75,118,180
TX,Cameron,53127,52897,54718,60767,18662,23239,28384,56858,2322,1287,3138,4853
TX,Camp,1848,1694,1457,1388,3274,3103,3102,3403,50,30,62,97
TX,Carson,865,757,564,562,2880,2687,2628,2823,50,35,69,115
TX,Cass,2652,2996,2775,3956,8948,9167,9380,10384,131,116,185,307
TX,Castro,1054,904,634,385,1665,1650,1475,1778,29,19,39,70
TX,Chambers,3433,3092,3057,3076,11418,12184,12611,14935,272,217,374,691
TX,Cherokee,4563,4265,3920,3446,12261,12925,12896,13882,227,204,325,594
TX,Childress,917,759,576,502,2157,1919,1824,1836,22,12,22,31
TX,Clay,1090,1000,738,722,4605,4525,4384,4533,63,51,82,127
TX,Cochran,924,799,564,410,982,875,701,765,22,13,24,35
TX,Coke,943,781,581,448,1501,1417,1270,1453,20,12,16,17
TX,Coleman,874,759,583,633,3284,3206,3155,3585,56,37,63,89
TX,Collin,124161,103355,116124,116365,181125,198418,203695,208436,14779,8919,24151,25349
TX,Collingsworth,838,762,556,580,1205,1155,974,1125,22,11,21,30
TX,Colorado,2677,2317,2186,1972,6262,6332,6232,6596,107,82,155,260
TX,Comal,12662,12234,13559,15718,38937,41763,41852,48836,1977,1100,2455,3284
TX,Comanche,1382,1177,986,925,4186,4142,4199,4864,82,69,95,128
TX,Concho,902,782,567,476,1075,991,850,1018,23,16,26,41
TX,Cooke,2950,2566,2590,2793,12163,12773,13112,14988,233,202,331,608
TX,Coryell,6205,5445,5450,4903,11037,11729,12321,15354,544,282,680,1170
TX,Cottle,883,793,552,451,852,791,544,489,14,9,11,14
TX,Crane,946,795,582,433,1265,1182,1062,1328,26,22,28,39
TX,Crockett,918,797,555,394,1177,1142,987,1254,23,20,30,53
TX,Crosby,1019,904,613,372,1232,1272,1166,1723,35,19,52,92
TX,Culberson,952,842,555,294,792,769,540,606,22,17,24,37
TX,Dallam,903,785,567,473,1441,1421,1265,1568,36,30,45,72
TX,Dallas,449237,413755,431088,415087,219148,295187,254879,297779,19640,13386,30253,28358
TX,Dawson,1404,1285,986,777,2708,2730,2724,3589,55,34,70,108
TX,Deaf Smith,1620,1484,1248,1115,3064,3170,3107,4070,62,36,86,139
TX,Delta,903,772,575,524,2014,1757,1762,1924,34,37,37,50
TX,Denton,101571,79880,93296,94256,149671,160683,166579,168578,7900,7053,17671,32568
TX,Dewitt,1927,1765,1418,1069,5123,5288,5368,6465,76,59,118,210
TX,Dickens,893,794,555,440,1022,994,757,805,17,11,18,28
TX,Dimmit,2847,2445,2366,2202,991,927,895,1373,41,19,54,89
TX,Donley,872,771,563,529,1599,1508,1301,1357,33,21,37,55
TX,Duval,3550,3547,3050,2619,1370,1178,1211,1562,46,33,54,80
TX,Eastland,1224,1195,949,1098,5550,5660,5799,6865,105,88,142,221
TX,Ector,9555,8984,9939,11416,23937,24429,25349,30422,756,464,909,1501
TX,Edwards,1002,793,606,410,961,853,711,820,20,10,18,25
TX,Ellis,15139,14825,15883,17910,41097,42606,42902,47359,1644,902,2129,3265
TX,El Paso,136224,114363,127354,125201,39071,49698,49631,85447,10650,5011,16269,16321
TX,Erath,3063,2355,2460,2246,10933,10973,11175,11854,287,235,396,732
TX,Falls,2230,2245,1920,2004,3516,3527,3443,3983,71,50,94,147
TX,Fannin,2891,2750,2592,2984,8725,8760,9217,10513,220,200,306,530
TX,Fayette,3080,2681,2484,2126,8120,8483,8540,9678,176,161,242,399
TX,Fisher,923,794,587,531,1384,1280,1197,1461,32,22,43,74
TX,Floyd,1069,842,614,303,1802,1727,1586,1890,23,12,33,62
TX,Foard,887,778,567,506,876,787,563,511,17,9,14,17
TX,Fort Bend,109992,107753,112726,116757,103838,118070,118293,120047,9477,4438,15194,18034
TX,Franklin,1239,1040,814,629,3809,3685,3573,3731,82,62,104,156
TX,Freestone,2153,2102,1730,1558,5782,5898,5853,6499,102,86,147,247
TX,Frio,2759,2549,2443,2457,1745,1692,1753,2496,47,35,70,124
TX,Gaines,978,802,626,536,3662,3637,3753,4625,63,49,87,144
TX,Galveston,39515,40369,41556,51451,64631,75718,71277,78627,5094,2505,7350,9217
TX,Garza,945,787,576,424,1539,1469,1284,1438,24,18,23,30
TX,Gillespie,2771,2313,2370,2362,10154,10812,10464,11048,304,246,377,635
TX,Glasscock,911,798,569,453,891,791,563,480,14,11,12,17
TX,Goliad,1601,1414,1141,875,2668,2494,2528,2933,59,41,84,139
TX,Gonzales,2330,2032,1799,1450,4291,4365,4452,5442,93,74,135,225
TX,Gray,1238,1142,875,820,6637,6747,6718,7603,108,78,156,256
TX,Grayson,12615,11693,11394,10698,32808,33049,34409,39808,1033,732,1291,2157
TX,Gregg,12769,13099,12405,11804,27278,28888,28420,30598,775,438,962,1637
TX,Grimes,2792,2610,2412,2411,6394,6435,6672,7700,146,143,224,412
TX,Guadalupe,16219,16123,17515,19970,33584,35124,35546,39805,1970,992,2528,3456
TX,Hale,2826,2469,2309,2017,6400,6681,6711,8220,201,170,304,587
TX,Hall,849,770,548,524,1267,1083,920,854,20,13,24,38
TX,Hamilton,1080,882,661,467,3194,3115,3036,3389,55,45,65,96
TX,Hansford,915,778,579,497,2068,1995,1803,1943,26,15,33,53
TX,Hardeman,839,760,554,573,1498,1390,1222,1302,34,18,42,68
TX,Hardin,2732,3323,3172,5074,17656,18887,19303,22064,242,230,334,572
TX,Harris,643869,613988,668768,663004,513124,595248,558746,600540,24955,21755,42052,54266
TX,Harrison,7931,8621,7926,8473,17711,18880,18935,20609,373,267,476,849
TX,Hartley,869,769,566,547,1994,1908,1751,1920,33,21,37,56
TX,Haskell,859,795,557,551,1607,1597,1413,1665,39,34,43,58
TX,Hays,29412,26007,30905,40840,31486,32931,33239,36538,3549,2336,6481,13175
TX,Hemphill,877,781,563,512,1641,1500,1425,1656,27,19,36,63
TX,Henderson,6791,6517,6422,6908,21559,22756,23284,26602,430,347,547,965
TX,Hidalgo,98468,103505,105809,110844,25118,34488,43766,102833,5527,2565,7593,8020
TX,Hill,3630,3159,3003,2715,9543,9745,10015,11270,190,190,271,471
TX,Hockley,1999,1741,1474,1103,5667,5772,5859,6978,129,118,194,345
TX,Hood,4982,4334,4373,4166,18675,19903,20797,25000,503,345,628,1116
TX,Hopkins,3482,3140,2905,2610,9963,10354,10455,11453,179,168,265,476
TX,Houston,2536,2490,2246,2448,6127,6184,6171,6810,114,79,139,203
TX,Howard,2499,2380,2085,2025,6651,6750,6835,7991,187,168,263,449
TX,Hudspeth,983,810,577,333,809,763,550,615,24,14,30,52
TX,Hunt,8003,7277,7067,6303,21474,22664,23406,27328,705,333,828,1086
TX,Hutchinson,1367,1289,1032,1052,6971,7110,7226,8502,140,105,201,337
TX,Irion,926,792,574,446,957,886,663,654,15,9,12,15
TX,Jack,815,724,568,699,2949,2778,2843,3304,38,26,47,75
TX,Jackson,1491,1342,1076,910,4081,4081,4124,4843,69,53,98,163
TX,Jasper,3093,3513,3030,3679,9837,10382,10345,11401,142,143,187,289
TX,Jeff Davis,952,803,574,389,1050,951,727,678,37,32,55,102
TX,Jefferson,40030,44277,41799,45081,39893,43912,42052,45677,1498,949,1859,2892
TX,Jim Hogg,1697,1500,1526,1851,761,714,561,788,22,11,35,68
TX,Jim Wells,6714,6820,6783,7518,4494,4656,5225,7619,141,110,206,357
TX,Johnson,12194,11539,11633,11730,40109,41259,42071,47680,1433,882,1806,2894
TX,Jones,1571,1487,1176,1079,4546,4476,4648,5514,114,84,160,256
TX,Karnes,1946,1646,1399,1028,2810,2918,2898,3790,50,36,66,107
TX,Kaufman,10706,10040,10424,10658,25148,26135,27751,34364,824,392,1023,1577
TX,Kendall,3799,3197,3538,3806,14088,15148,15306,17252,443,295,562,1009
TX,Kenedy,923,795,576,459,912,797,571,456,9,9,7,8
TX,Kent,884,783,567,509,869,779,563,532,14,8,12,16
TX,Kerr,5422,4678,4891,4788,17075,18422,18125,19281,517,315,620,1022
TX,Kimble,933,774,583,481,1875,1842,1659,1834,27,11,34,57
TX,King,900,795,568,473,912,795,572,463,12,9,8,6
TX,Kinney,995,817,593,380,1135,1073,920,1118,25,23,27,41
TX,Kleberg,5333,5031,4901,4735,4071,4166,4420,6073,218,154,306,569
TX,Knox,837,770,545,537,1304,1334,1073,1189,26,18,31,48
TX,Lamar,4821,4560,4193,3876,13480,13879,14366,16027,275,238,366,631
TX,Lamb,1443,1260,943,554,3444,3297,3223,3548,56,37,80,134
TX,Lampasas,2114,1764,1642,1439,6162,6001,6204,6836,172,131,265,477
TX,La Salle,1249,1151,1083,1415,887,834,776,1193,25,13,39,73
TX,Lavaca,1751,1672,1428,1548,6959,7117,7121,7825,90,79,118,181
TX,Lee,2160,1942,1645,1333,4826,4756,4822,5382,99,87,134,211
TX,Leon,1335,1284,1080,1302,6101,6069,6163,6733,84,71,110,171
TX,Liberty,5224,5386,5289,6369,16888,18362,18555,21353,306,268,402,689
TX,Limestone,2426,2434,2086,2142,5508,5543,5623,6390,95,78,130,208
TX,Lipscomb,889,781,571,515,1374,1250,1137,1308,21,9,26,46
TX,Live Oak,1290,1181,884,695,3406,3333,3366,3971,55,41,73,118
TX,Llano,2356,2101,1993,2045,7735,7990,8104,9181,184,165,266,471
TX,Loving,906,797,569,460,908,794,571,468,9,9,6,9
TX,Lubbock,28500,25415,27885,32862,58810,65057,62457,75362,4197,2020,6774,11684
TX,Lynn,1025,826,593,315,1586,1583,1507,2040,31,15,41,70
TX,McCulloch,975,813,610,506,2495,2540,2471,3089,41,35,52,83
TX,McLennan,28487,26018,27686,31925,43306,47807,46250,54420,2941,1574,3855,4964
TX,McMullen,939,794,577,431,841,779,553,552,12,9,7,4
TX,Madison,1315,1207,988,992,3314,3216,3229,3704,45,35,49,65
TX,Marion,1666,1703,1368,1443,3041,2929,2881,3187,60,53,72,106
TX,Martin,926,784,580,474,1621,1550,1437,1728,23,9,28,49
TX,Mason,979,778,592,421,1834,1751,1633,1883,37,24,39,53
TX,Matagorda,4429,4304,3900,3571,7877,8338,8344,9657,185,155,267,471
TX,Maverick,9064,8603,9672,11191,1607,2028,2504,5269,192,144,280,524
TX,Medina,5241,5007,4810,4588,11084,11734,11901,13489,283,245,412,809
TX,Menard,899,765,576,530,992,891,696,706,19,14,21,33
TX,Midland,9719,8945,9818,10810,35945,37471,37135,40425,1408,827,1864,3261
TX,Milam,2756,2844,2450,2621,5688,5723,6045,7330,149,134,207,339
TX,Mills,906,768,573,505,2085,2050,1910,2191,40,40,43,57
TX,Mitchell,872,791,542,449,2025,1949,1813,2068,40,22,47,73
TX,Montague,1435,1361,1132,1291,6931,6923,7191,8111,127,95,160,237
TX,Montgomery,40529,34147,41101,52408,125086,139769,145271,149623,8205,3934,13312,17146
TX,Moore,1472,1226,1119,1073,4158,4165,4115,4825,101,72,155,271
TX,Morris,1932,2043,1683,1894,3588,3430,3379,3589,60,50,79,126
TX,Motley,876,786,562,506,858,778,563,551,9,9,7,10
TX,Nacogdoches,7907,6993,7221,6953,14771,15100,15148,16073,580,336,733,1330
TX,Navarro,5197,4792,4514,4060,11190,11615,11893,13361,242,215,346,640
TX,Newton,1435,1780,1379,1956,4166,4250,4101,4573,74,75,79,95
TX,Nolan,1654,1493,1233,1089,3546,3466,3543,4321,141,108,211,375
TX,Nueces,49341,48314,48419,51919,40236,45670,46426,68085,3800,2131,5114,6295
TX,Ochiltree,889,791,566,490,2994,2932,2750,2970,45,25,67,115
TX,Oldham,905,789,572,483,1191,1031,853,781,15,10,14,20
TX,Orange,4693,6335,6554,11786,22579,24349,24521,28077,447,404,580,1022
TX,Palo Pinto,2268,2072,1978,2276,7752,7843,8067,9069,175,160,237,380
TX,Panola,2388,2416,2129,2391,8106,8327,8284,8863,80,71,108,171
TX,Parker,9677,8531,8840,8537,40981,42268,43313,49780,1278,658,1510,1887
TX,Parmer,1050,797,605,321,2904,2331,2256,1858,38,17,48,76
TX,Pecos,1910,1796,1569,1472,2306,2558,2469,3546,90,59,123,194
TX,Polk,5194,5138,4902,5432,14027,15004,15211,17202,296,256,384,649
TX,Potter,8503,7651,7940,7829,19421,19971,20453,23558,819,456,969,1468
TX,Presidio,1669,1498,1404,1501,757,730,593,869,47,34,69,123
TX,Rains,1119,1015,779,774,3722,3501,3716,4345,63,48,81,127
TX,Randall,9044,8140,8573,8655,43122,44102,43397,45189,1647,919,2152,3438
TX,Reagan,916,789,575,471,974,890,727,868,15,11,19,34
TX,Real,946,785,582,442,1525,1423,1333,1597,26,21,28,41
TX,Red River,1400,1612,1294,1756,3881,3765,3808,4308,60,41,70,98
TX,Reeves,1930,1854,1673,1792,1477,1363,1390,1964,56,39,78,130
TX,Refugio,1640,1314,1177,966,1868,1815,1817,2474,44,21,59,95
TX,Roberts,903,796,567,464,900,785,572,499,11,11,8,9
TX,Robertson,2674,2937,2452,2628,4592,4627,4524,4962,93,77,128,207
TX,Rockwall,8732,8227,9069,10062,24481,26980,26475,29572,1174,588,1498,2373
TX,Runnels,939,798,603,559,3312,3279,3236,3788,50,44,62,95
TX,Rusk,4917,4793,4370,4011,14037,14913,14833,15961,215,209,323,613
TX,Sabine,995,1016,763,984,4116,3899,3915,4143,47,43,40,34
TX,San Augustine,1416,1417,1088,1079,2770,2667,2567,2792,42,28,36,36
TX,San Jacinto,2814,2691,2342,2117,7123,7303,7547,8791,142,122,200,330
TX,San Patricio,8629,8316,8182,7915,11698,12514,13192,16672,422,285,555,1045
TX,San Saba,897,753,577,546,2270,2119,2023,2202,34,29,33,39
TX,Schleicher,924,777,579,480,1194,1033,875,893,19,10,21,34
TX,Scurry,1354,1137,890,614,4466,4362,4440,5164,85,60,113,174
TX,Shackelford,902,778,571,494,1591,1431,1350,1529,19,15,18,23
TX,Shelby,2355,2504,2089,2280,7084,7231,7102,7474,86,85,118,194
TX,Sherman,904,796,565,452,1161,1123,856,837,18,9,21,36
TX,Smith,22520,21958,22605,24531,56365,61672,58863,60601,2660,1299,3267,3263
TX,Somervell,1017,876,646,534,3081,3027,3054,3650,86,61,115,178
TX,Starr,9206,10240,9319,9549,1301,1498,1852,3747,107,92,173,325
TX,Stephens,893,778,569,525,3211,3103,3019,3302,50,43,61,93
TX,Sterling,934,787,586,476,885,765,580,571,13,9,11,14
TX,Stonewall,880,778,564,512,906,785,574,492,12,11,9,9
TX,Sutton,959,812,569,349,1474,1347,1140,1106,17,10,19,30
TX,Swisher,1124,879,649,319,2071,1892,1714,1637,48,33,56,80
TX,Tarrant,308071,259309,280500,249509,322113,351509,348524,366971,20593,14467,32437,32815
TX,Taylor,11574,10479,10688,10382,30672,32773,33268,41252,1646,852,2047,2795
TX,Terrell,916,802,564,420,896,805,551,414,15,14,10,6
TX,Terry,1547,1287,980,487,2810,2793,2632,3050,68,53,103,179
TX,Throckmorton,889,779,567,505,1024,925,712,669,8,9,7,13
TX,Titus,3173,2934,2816,2914,6459,6434,6425,6829,165,149,250,456
TX,Tom Green,10388,9750,9659,9075,25678,27232,27207,30482,1099,677,1411,2492
TX,Travis,309443,244395,287283,239733,111477,137603,129670,137062,12997,17329,27716,58238
TX,Trinity,1823,1847,1466,1467,4638,4726,4609,5135,74,77,81,102
TX,Tyler,1848,1884,1582,1849,6219,6165,6339,7020,108,82,124,167
TX,Upshur,3287,3234,2904,3055,12043,12683,12894,14368,245,199,327,562
TX,Upton,951,824,564,335,1180,1137,970,1157,27,14,36,64
TX,Uvalde,4303,4003,3938,3890,4459,4636,4781,6202,134,109,203,363
TX,Val Verde,6977,6399,6799,7056,5099,5618,5893,8373,417,238,549,1034
TX,Van Zandt,3886,3464,3374,3473,16603,17309,18181,21251,337,268,460,841
TX,Victoria,9561,9301,9177,8966,19150,20637,21424,26288,551,437,724,1382
TX,Walker,7047,6555,6425,5944,11942,12798,12872,14587,467,362,613,1159
TX,Waller,6937,6792,6234,5399,9316,9694,10022,11606,264,203,372,707
TX,Ward,1186,1080,844,770,2724,2571,2591,3120,62,41,85,135
TX,Washington,4089,3653,3592,3405,10693,11361,10992,11453,289,207,366,628
TX,Webb,37466,39035,39761,44763,9668,10805,13571,23787,1012,553,1308,2300
TX,Wharton,5004,4635,4513,4340,9788,10290,10150,10915,175,147,273,529
TX,Wheeler,844,758,559,580,2206,2069,2040,2398,20,19,20,29
TX,Wichita,12116,11188,10224,8266,28680,29408,28237,28131,879,838,1301,2791
TX,Wilbarger,1332,1226,966,897,3175,3119,3203,4101,68,57,98,166
TX,Willacy,3761,3715,3450,3366,1287,1469,1455,2531,69,52,95,154
TX,Williamson,74976,61608,70564,76985,90657,102067,101337,105110,7357,6949,16898,32043
TX,Wilson,5396,5053,4957,4773,12221,12979,13443,15762,350,238,470,894
TX,Winkler,961,790,586,426,1711,1539,1450,1638,34,17,40,62
TX,Wise,4024,3573,3746,4291,17666,18725,19962,24661,380,345,537,1002
TX,Wood,3759,3430,3144,2837,14445,15339,15532,17191,229,216,330,604
TX,Yoakum,946,795,579,426,2022,1897,1857,2297,40,23,56,94
TX,Young,1331,1232,1027,1126,6352,6511,6480,7191,125,112,184,318
TX,Zapata,2531,2676,2155,1971,1080,1137,974,1382,25,19,35,63
TX,Zavala,3380,3170,2854,2436,824,762,634,865,39,35,49,80
UT,Beaver,961,769,584,436,2176,2327,1938,2065,194,95,254,460
UT,Box Elder,3131,2255,2517,2306,14464,16830,14240,12770,3529,964,4922,2790
UT,Cache,9242,6752,8479,8967,23420,32097,25809,27744,10145,2819,15411,7589
UT,Carbon,3167,2714,2362,1731,4275,4964,5000,7265,567,236,684,1004
UT,Daggett,924,795,573,444,817,798,528,493,31,21,46,83
UT,Davis,29222,20968,28895,38677,56663,88054,67840,104060,14859,7943,22658,16104
UT,Duchesne,1183,899,688,354,5311,5786,5418,6190,534,157,661,916
UT,Emery,1217,914,693,309,3446,3831,3497,4259,264,160,336,597
UT,Garfield,1000,796,599,390,1924,2000,1690,1834,174,102,258,498
UT,Grand,2370,2009,2010,2035,2038,2121,1959,2452,308,280,491,1059
UT,Iron,3173,2399,2628,2491,12437,14213,12595,12431,2371,634,3331,2002
UT,Juab,1101,829,651,395,3217,3563,2954,3016,558,125,692,802
UT,Kane,1209,988,792,564,2455,2642,2319,2675,256,169,348,648
UT,Millard,1113,827,660,411,3885,4483,3960,4755,628,104,803,674
UT,Morgan,1084,784,669,497,3781,4233,3443,3310,821,157,1116,1131
UT,Piute,927,789,575,451,972,920,649,567,33,13,40,64
UT,Rich,945,791,586,451,1111,1115,831,846,91,37,138,241
UT,Salt Lake,181874,141066,165694,146406,104453,199039,153840,677307,20850,15634,31312,30104
UT,San Juan,2631,2356,2183,1979,2812,3152,2742,3244,414,172,521,893
UT,Sanpete,1752,1274,1235,985,7037,8322,7098,7552,1597,314,2321,1467
UT,Sevier,1472,1040,911,536,6675,7328,6839,7591,744,148,977,932
UT,Summit,9660,8645,9987,11450,7017,8615,7674,9489,1698,770,2560,5491
UT,Tooele,5500,4719,4839,4451,11052,13671,12090,14124,4438,1506,5888,3551
UT,Uintah,1675,1321,1176,911,9291,10506,9822,11030,1234,310,1706,1621
UT,Utah,27899,16456,28342,37016,98957,142788,109614,135684,15570,8312,23861,17645
UT,Wasatch,3116,2356,2887,3274,6213,7198,6246,6745,1849,489,2620,2322
UT,Washington,10296,8874,10087,10896,38561,44986,41086,43003,7360,2741,9554,4823
UT,Wayne,957,778,596,477,1222,1266,982,1073,91,45,129,214
UT,Weber,23720,20017,23181,28829,34948,49595,40637,51044,13807,7515,20395,13362
VT,Addison,12526,12679,11936,10940,4720,5188,5449,7931,1732,772,2173,2602
VT,Bennington,11668,11877,10620,8808,5157,5666,6036,8828,1226,507,1455,1456
VT,Caledonia,8293,8313,7247,5546,4732,5095,5529,8131,1377,588,1693,1979
VT,Chittenden,60186,54243,55415,58544,17415,20423,20319,26654,6734,3431,12787,22041
VT,Essex,1923,1782,1325,743,1420,1316,1388,2037,208,153,293,540
VT,Franklin,11958,12131,10590,8117,7396,7654,8569,11818,2293,930,2900,2659
VT,Grand Isle,2895,2758,2361,1930,1617,1626,1489,1905,280,142,353,639
VT,Lamoille,8571,8636,7837,6718,3237,3401,3541,5005,1226,461,1649,2411
VT,Orange,9225,9289,8301,6791,4236,4577,5014,7620,1395,608,1729,2133
VT,Orleans,7323,7244,6108,4223,4047,4293,4913,7613,1058,377,1342,1555
VT,Rutland,17169,16806,15232,12320,9756,10827,12603,19674,2590,1276,3077,2804
VT,Washington,20667,20443,19702,18421,7154,8009,8539,12576,3637,1727,4841,5614
VT,Windham,16393,16553,15544,14225,5051,5399,5665,7937,2003,928,2608,3472
VT,Windsor,19822,19637,18775,17318,7296,8417,8985,13488,2785,1202,3615,3849
VA,Accomack,7495,7629,6995,6169,8247,8614,8508,9274,297,238,378,643
VA,Albemarle,30424,29769,31975,36937,19795,23004,20462,19696,3279,1641,4216,4736
VA,Alleghany,3594,3680,2792,1757,4069,3793,4468,6064,164,168,235,401
VA,Amelia,2751,2642,2290,1955,4549,4491,4502,4973,119,106,166,272
VA,Amherst,6035,6027,5425,4654,9078,9330,9457,10336,344,257,458,848
VA,Appomattox,2835,2683,2294,1858,5494,5522,5503,6020,152,159,237,443
VA,Arlington,82190,88328,87148,91746,28107,33465,26526,16725,9160,4201,12755,10951
VA,Augusta,9330,9413,8635,7353,23713,24967,25460,28891,945,741,1773,5550
VA,Bath,1335,1182,810,358,1629,1466,1469,1829,63,55,80,123
VA,Bedford,43300,0,61525,0,43479,0,61682,0,548,0,751,0
VA,Bland,1114,1012,680,406,2506,2329,2402,2844,82,74,97,134
VA,Botetourt,5638,5644,4957,4099,12352,13174,13180,14569,502,357,616,1053
VA,Brunswick,5130,5129,4684,4274,3205,3159,3035,3344,83,65,110,168
VA,Buchanan,2826,3250,2591,3103,5957,6474,6627,8603,150,123,194,295
VA,Buckingham,3784,3861,3328,2911,3935,3789,3813,4181,134,142,183,294
VA,Campbell,7842,7841,7165,6221,18060,19008,19480,21843,789,505,972,1691
VA,Caroline,7083,7180,6613,5859,6410,6390,6704,7745,742,302,957,1532
VA,Carroll,4065,4032,3226,2212,9067,9298,10067,12369,295,362,354,453
VA,Charles City,3078,2922,2637,2368,1678,1590,1435,1558,68,65,103,188
VA,Charlotte,2904,2725,2391,2020,3750,3568,3489,3633,110,95,145,220
VA,Chesterfield,76814,81501,79961,81597,83429,94284,88939,88366,10059,4793,15923,17825
VA,Clarke,3637,3404,3196,2971,4436,4477,4463,5123,279,269,403,765
VA,Craig,1117,1084,706,467,2095,1933,1989,2441,75,74,91,132
VA,Culpeper,8402,8161,7894,7159,11781,12339,12842,14851,624,385,782,1363
VA,Cumberland,2595,2567,2167,1854,2798,2721,2637,2961,98,92,138,230
VA,Dickenson,2662,2758,2090,1805,4032,4290,4487,6132,140,133,153,167
VA,Dinwiddie,6349,6521,5930,5343,7112,7230,7251,7887,217,206,311,558
VA,Essex,3163,3092,2697,2307,2811,2782,2617,2847,109,79,159,266
VA,Fairfax,6993,6871,7093,7678,4456,4913,4182,4199,544,270,689,1212
VA,Fauquier,13849,14119,13484,12559,20062,22055,21823,24624,1597,779,2024,2801
VA,Floyd,3118,2966,2578,2151,5031,4925,5057,5657,263,273,385,732
VA,Fluvanna,6186,5947,5816,5579,6716,6961,6931,7798,453,244,573,1016
VA,Franklin,3057,2918,2626,2341,1807,1717,1506,1562,65,39,92,150
VA,Frederick,12422,12682,12184,11403,21989,23989,24563,30063,1446,1107,2023,3940
VA,Giles,3205,3076,2485,1765,5179,4951,5462,6615,224,216,309,536
VA,Gloucester,6674,6768,5905,4683,12470,12934,13048,14014,623,463,824,1597
VA,Goochland,5034,4769,4807,4942,8204,8637,8289,8623,423,266,560,1072
VA,Grayson,2497,2390,1870,1331,4979,4993,5287,6526,190,187,231,297
VA,Greene,3432,3358,3023,2741,5663,5765,5715,6321,401,247,554,1100
